LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT
-13.3350700000,-63.1704300000,316.9600000000,1.3900000000,1.1700000000,2022/11/21,"0249",T,"94",6.1NRT,294.2300000000,21.5700000000,N
-13.2462200000,-63.1911700000,328.5700000000,1.3900000000,1.1700000000,2022/11/21,"0249",T,"100",6.1NRT,294.5300000000,40.6800000000,N
-13.1799700000,-63.2216300000,315.7700000000,1.3900000000,1.1700000000,2022/11/21,"0249",T,"91",6.1NRT,293.3900000000,19.1300000000,N
12.9785200000,-12.4332200000,326.7400000000,1.2500000000,1.1100000000,2022/11/21,"0251",A,"100",6.1NRT,287.5000000000,36.6400000000,N
9.6154100000,-63.7216100000,318.5700000000,3.0500000000,1.6600000000,2022/11/21,"0253",T,"97",6.1NRT,291.1000000000,80.4800000000,N
9.6159300000,-63.7284400000,320.0600000000,3.0500000000,1.6600000000,2022/11/21,"0253",T,"100",6.1NRT,291.1200000000,88.0700000000,N
9.6582900000,-63.6212700000,317.1200000000,3.1100000000,1.6700000000,2022/11/21,"0253",T,"94",6.1NRT,289.9100000000,80.5400000000,N
11.7378200000,-70.1936000000,323.0300000000,1.1200000000,1.0600000000,2022/11/21,"0255",T,"100",6.1NRT,295.2700000000,22.3600000000,N
11.7364600000,-70.2036400000,323.3800000000,1.1200000000,1.0600000000,2022/11/21,"0255",T,"100",6.1NRT,295.7700000000,21.8700000000,N
-29.1718400000,150.1231800000,420.9500000000,1.7500000000,1.3000000000,2022/11/21,"0336",A,"100",6.1NRT,317.6400000000,882.4700000000,D
-29.1736600000,150.1051000000,411.6700000000,1.7500000000,1.3000000000,2022/11/21,"0336",A,"100",6.1NRT,319.1800000000,719.9900000000,D
-25.4419600000,151.3904900000,347.1500000000,1.3000000000,1.1300000000,2022/11/21,"0336",A,"93",6.1NRT,303.1900000000,67.6600000000,D
-25.4435400000,151.3776100000,355.2300000000,1.3000000000,1.1300000000,2022/11/21,"0336",A,"97",6.1NRT,304.5100000000,94.7400000000,D
19.2956400000,-92.1647100000,324.2600000000,2.1500000000,1.4300000000,2022/11/21,"0438",T,"100",6.1NRT,292.0600000000,61.6100000000,N
-16.3363100000,129.3920300000,361.7900000000,1.0400000000,1.0200000000,2022/11/21,"0518",A,"91",6.1NRT,275.2900000000,0.0000000000,D
9.9779500000,-63.1806900000,318.2200000000,1.1600000000,1.0700000000,2022/11/21,"0609",A,"96",6.1NRT,291.4600000000,19.2100000000,N
10.0618300000,-64.8652600000,318.1700000000,1.0100000000,1.0100000000,2022/11/21,"0609",A,"96",6.1NRT,293.9900000000,13.8700000000,N
10.0556000000,-64.8848300000,328.4300000000,1.0100000000,1.0100000000,2022/11/21,"0609",A,"100",6.1NRT,293.4000000000,25.8000000000,N
9.6835000000,-63.4725200000,328.1000000000,1.1300000000,1.0600000000,2022/11/21,"0609",A,"100",6.1NRT,292.1000000000,30.8000000000,N
9.6536300000,-63.5289200000,323.0500000000,1.1200000000,1.0600000000,2022/11/21,"0609",A,"100",6.1NRT,292.3800000000,23.5300000000,N
9.6532500000,-63.5656500000,321.3600000000,1.1200000000,1.0600000000,2022/11/21,"0609",A,"100",6.1NRT,292.3100000000,21.2100000000,N
9.6530000000,-63.6272900000,351.1100000000,1.1100000000,1.0500000000,2022/11/21,"0609",A,"100",6.1NRT,292.7300000000,75.3800000000,N
9.6514800000,-63.6172900000,336.3500000000,1.1200000000,1.0500000000,2022/11/21,"0609",A,"100",6.1NRT,292.9600000000,43.6800000000,N
9.6438400000,-63.5670200000,353.7300000000,1.1200000000,1.0600000000,2022/11/21,"0609",A,"100",6.1NRT,292.8600000000,82.7300000000,N
9.6423000000,-63.5569400000,368.5000000000,1.1200000000,1.0600000000,2022/11/21,"0609",A,"100",6.1NRT,294.0000000000,130.8400000000,N
9.6199700000,-63.7242600000,344.1400000000,1.1000000000,1.0500000000,2022/11/21,"0609",A,"100",6.1NRT,293.6100000000,57.9100000000,N
9.6184400000,-63.7143400000,319.6900000000,1.1000000000,1.0500000000,2022/11/21,"0609",A,"99",6.1NRT,292.3900000000,19.3600000000,N
9.5614100000,-63.6277400000,333.8900000000,1.1200000000,1.0500000000,2022/11/21,"0609",A,"100",6.1NRT,292.9700000000,39.2000000000,N
9.3849700000,-64.5398400000,315.4200000000,1.0400000000,1.0200000000,2022/11/21,"0609",A,"91",6.1NRT,292.8400000000,13.4100000000,N
-13.8707100000,39.6071100000,347.5000000000,1.9600000000,1.3700000000,2022/11/21,"0703",T,"91",6.1NRT,307.4200000000,94.6900000000,D
-16.5277900000,49.1665600000,352.3200000000,1.4800000000,1.2000000000,2022/11/21,"0703",T,"96",6.1NRT,284.3000000000,112.7100000000,D
-16.8808000000,49.1511000000,347.2000000000,1.4900000000,1.2100000000,2022/11/21,"0703",T,"94",6.1NRT,292.2200000000,92.6000000000,D
-18.6561000000,47.4300700000,359.8100000000,1.2300000000,1.1000000000,2022/11/21,"0703",T,"99",6.1NRT,305.5000000000,105.4000000000,D
-26.9433500000,30.6015000000,353.6800000000,4.6100000000,1.9700000000,2022/11/21,"0707",T,"97",6.1NRT,294.0800000000,613.4100000000,D
-26.9430500000,30.5963200000,350.3700000000,4.6100000000,1.9700000000,2022/11/21,"0707",T,"95",6.1NRT,294.4400000000,546.7500000000,D
-28.6460500000,31.2903900000,343.3800000000,3.7500000000,1.8100000000,2022/11/21,"0707",T,"92",6.1NRT,295.9200000000,309.1400000000,D
-29.2988600000,116.7359800000,352.0600000000,3.3500000000,1.7300000000,2022/11/21,"0654",A,"95",6.1NRT,313.8800000000,291.3700000000,D
19.2951400000,-92.1707600000,320.7700000000,1.4000000000,1.1700000000,2022/11/21,"0748",A,"100",6.1NRT,290.9500000000,26.8000000000,N
19.2935200000,-92.1575800000,319.1600000000,1.4000000000,1.1700000000,2022/11/21,"0748",A,"98",6.1NRT,291.0800000000,24.3200000000,N
19.2992600000,-92.1636400000,321.8500000000,1.4000000000,1.1700000000,2022/11/21,"0748",A,"100",6.1NRT,291.1600000000,29.0200000000,N
12.0803500000,20.2406400000,362.2000000000,2.0800000000,1.4000000000,2022/11/21,"0834",T,"100",6.1NRT,312.3900000000,226.1700000000,D
10.5164400000,30.0935100000,359.5000000000,1.4700000000,1.2000000000,2022/11/21,"0834",T,"99",6.1NRT,305.5400000000,132.4600000000,D
10.0190100000,26.8178700000,361.5400000000,1.0200000000,1.0100000000,2022/11/21,"0834",T,"100",6.1NRT,307.8000000000,83.6300000000,D
9.9854500000,26.0502800000,362.0100000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"100",6.1NRT,306.6500000000,83.0100000000,D
9.9765700000,26.0489900000,345.0200000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"92",6.1NRT,303.5800000000,42.4500000000,D
10.0525100000,25.4653200000,384.3800000000,1.0100000000,1.0000000000,2022/11/21,"0834",T,"100",6.1NRT,312.0600000000,158.7700000000,D
10.0449100000,25.4550300000,360.0400000000,1.0100000000,1.0000000000,2022/11/21,"0834",T,"100",6.1NRT,310.6300000000,70.0200000000,D
10.0436100000,25.4640400000,344.2900000000,1.0100000000,1.0000000000,2022/11/21,"0834",T,"91",6.1NRT,310.0200000000,34.2100000000,D
9.5302000000,26.0717700000,347.3200000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"93",6.1NRT,306.8100000000,43.6400000000,D
9.5209800000,26.1344400000,352.3500000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"96",6.1NRT,305.8600000000,56.9300000000,D
9.5226400000,26.0615300000,363.0000000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"100",6.1NRT,305.0700000000,82.8200000000,D
9.5213200000,26.0704800000,373.1000000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"100",6.1NRT,306.5800000000,115.8100000000,D
9.5124400000,26.0691800000,350.2100000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"95",6.1NRT,304.6800000000,53.5900000000,D
9.5951500000,25.3778500000,344.0300000000,1.0100000000,1.0000000000,2022/11/21,"0834",T,"91",6.1NRT,304.5900000000,39.3400000000,D
9.9450700000,22.2516800000,357.8300000000,1.3700000000,1.1600000000,2022/11/21,"0834",T,"99",6.1NRT,305.2700000000,113.5800000000,D
9.9434300000,22.2640500000,368.9400000000,1.3700000000,1.1600000000,2022/11/21,"0834",T,"100",6.1NRT,308.0100000000,161.2000000000,D
9.9418000000,22.2764100000,350.7900000000,1.3700000000,1.1600000000,2022/11/21,"0834",T,"95",6.1NRT,307.2800000000,81.7200000000,D
9.4313300000,25.9322100000,346.4200000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"92",6.1NRT,304.5000000000,42.2000000000,D
9.9363300000,22.2569900000,351.0300000000,1.3700000000,1.1600000000,2022/11/21,"0834",T,"95",6.1NRT,306.8900000000,82.4000000000,D
9.9346200000,22.2693500000,345.6500000000,1.3700000000,1.1600000000,2022/11/21,"0834",T,"92",6.1NRT,307.4800000000,63.6600000000,D
9.4848700000,25.3677700000,373.5000000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"100",6.1NRT,310.1300000000,116.7300000000,D
9.4835600000,25.3767600000,361.2200000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"100",6.1NRT,306.5300000000,77.9400000000,D
9.4326900000,25.7257900000,363.2700000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"100",6.1NRT,306.4600000000,83.5000000000,D
9.4313900000,25.7347200000,355.5800000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"97",6.1NRT,304.1400000000,62.8700000000,D
9.4540500000,25.4549000000,371.8500000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"100",6.1NRT,305.2800000000,114.2400000000,D
9.4110300000,25.7500200000,393.7700000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"100",6.1NRT,310.8500000000,204.3400000000,D
9.4021500000,25.7487300000,369.7600000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"100",6.1NRT,306.9000000000,102.3900000000,D
9.1790100000,26.6374200000,345.5900000000,1.0200000000,1.0100000000,2022/11/21,"0834",T,"92",6.1NRT,306.1700000000,43.3900000000,D
9.2541100000,25.8210600000,344.2600000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"91",6.1NRT,304.7900000000,40.1200000000,D
9.2812600000,25.1239400000,344.6100000000,1.0100000000,1.0100000000,2022/11/21,"0834",T,"91",6.1NRT,303.7300000000,42.4500000000,D
9.0777100000,26.0750000000,358.9800000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"99",6.1NRT,307.3700000000,74.7200000000,D
9.0688200000,26.0737100000,353.1600000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"96",6.1NRT,302.1300000000,62.2200000000,D
8.9944800000,26.0751600000,343.5700000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"91",6.1NRT,305.7600000000,38.1100000000,D
8.9793400000,26.0546600000,348.5600000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"94",6.1NRT,306.5500000000,46.6900000000,D
8.9704500000,26.0533700000,363.6400000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"100",6.1NRT,307.2500000000,83.5800000000,D
9.2519500000,23.8513000000,344.7400000000,1.1000000000,1.0500000000,2022/11/21,"0834",T,"92",6.1NRT,304.4700000000,46.7600000000,D
9.2505500000,23.8610800000,361.7800000000,1.1000000000,1.0500000000,2022/11/21,"0834",T,"100",6.1NRT,307.5400000000,91.8700000000,D
9.6873600000,20.3668300000,365.2800000000,1.8700000000,1.3400000000,2022/11/21,"0834",T,"100",6.1NRT,305.9500000000,230.7100000000,D
9.3153200000,22.5363400000,346.4200000000,1.2900000000,1.1300000000,2022/11/21,"0834",T,"93",6.1NRT,309.1800000000,61.4100000000,D
8.9858700000,24.7419600000,348.5300000000,1.0200000000,1.0100000000,2022/11/21,"0834",T,"94",6.1NRT,302.9700000000,53.8200000000,D
8.7858400000,25.7978200000,349.9800000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"95",6.1NRT,304.0600000000,52.7800000000,D
8.7845300000,25.8067400000,362.0500000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"100",6.1NRT,305.3400000000,83.4500000000,D
9.1782200000,22.9341600000,347.6800000000,1.2200000000,1.1000000000,2022/11/21,"0834",T,"93",6.1NRT,305.5500000000,65.3100000000,D
8.7437000000,25.3303600000,347.9200000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"94",6.1NRT,307.1600000000,47.3900000000,D
8.8339400000,23.5967400000,361.8600000000,1.1200000000,1.0500000000,2022/11/21,"0834",T,"100",6.1NRT,308.8400000000,94.4400000000,D
7.7651100000,30.4526100000,342.2800000000,1.7400000000,1.2900000000,2022/11/21,"0834",T,"91",6.1NRT,298.2100000000,88.3800000000,D
9.2314900000,20.2597300000,343.0500000000,1.8700000000,1.3400000000,2022/11/21,"0834",T,"91",6.1NRT,303.8300000000,93.1300000000,D
7.7267300000,30.3995400000,351.0100000000,1.7200000000,1.2900000000,2022/11/21,"0834",T,"96",6.1NRT,297.5400000000,128.7700000000,D
7.7291500000,30.3934400000,349.3300000000,1.7200000000,1.2900000000,2022/11/21,"0834",T,"95",6.1NRT,298.0600000000,121.4000000000,D
8.1916100000,27.2613300000,345.5500000000,1.0900000000,1.0400000000,2022/11/21,"0834",T,"92",6.1NRT,306.3000000000,44.6400000000,D
8.1234400000,27.4004700000,355.5600000000,1.1000000000,1.0500000000,2022/11/21,"0834",T,"97",6.1NRT,308.1000000000,72.0600000000,D
8.4327600000,25.1299300000,350.4800000000,1.0100000000,1.0000000000,2022/11/21,"0834",T,"95",6.1NRT,302.2600000000,54.8000000000,D
8.4314700000,25.1388800000,379.0000000000,1.0100000000,1.0000000000,2022/11/21,"0834",T,"100",6.1NRT,305.6600000000,141.1200000000,D
8.2668100000,25.8830500000,344.9900000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"92",6.1NRT,304.2900000000,42.8800000000,D
8.2579200000,25.8817500000,358.3400000000,1.0000000000,1.0000000000,2022/11/21,"0834",T,"99",6.1NRT,303.1100000000,72.3700000000,D
7.8984300000,27.3085400000,346.0200000000,1.1000000000,1.0400000000,2022/11/21,"0834",T,"92",6.1NRT,305.7100000000,47.0700000000,D
7.8969700000,27.3183200000,366.9300000000,1.1000000000,1.0500000000,2022/11/21,"0834",T,"100",6.1NRT,306.4300000000,107.2200000000,D
8.7961900000,20.9566800000,353.5000000000,1.6300000000,1.2600000000,2022/11/21,"0834",T,"97",6.1NRT,305.3500000000,120.7500000000,D
8.7942200000,20.9713100000,346.4800000000,1.6300000000,1.2600000000,2022/11/21,"0834",T,"93",6.1NRT,306.5800000000,88.6200000000,D
8.2675100000,23.3826400000,344.4800000000,1.1300000000,1.0600000000,2022/11/21,"0834",T,"92",6.1NRT,305.1500000000,51.3700000000,D
7.1185400000,28.2719700000,350.1800000000,1.2500000000,1.1100000000,2022/11/21,"0834",T,"95",6.1NRT,304.1100000000,72.2800000000,D
7.0497600000,27.1169300000,370.4000000000,1.1000000000,1.0400000000,2022/11/21,"0837",T,"100",6.1NRT,304.9100000000,123.9800000000,D
7.0482900000,27.1266500000,361.4100000000,1.1000000000,1.0400000000,2022/11/21,"0837",T,"100",6.1NRT,304.1400000000,92.9700000000,D
7.0390200000,27.1253100000,352.2200000000,1.1000000000,1.0400000000,2022/11/21,"0837",T,"96",6.1NRT,303.3400000000,67.6100000000,D
6.7038500000,28.5107400000,353.3400000000,1.3100000000,1.1400000000,2022/11/21,"0837",T,"97",6.1NRT,302.9100000000,91.4300000000,D
6.1973500000,27.8049600000,351.1100000000,1.2100000000,1.0900000000,2022/11/21,"0837",T,"96",6.1NRT,304.4100000000,69.7100000000,D
6.1956900000,27.8157400000,361.5000000000,1.2100000000,1.0900000000,2022/11/21,"0837",T,"100",6.1NRT,303.4000000000,105.3400000000,D
6.6274100000,23.7113600000,373.2200000000,1.0600000000,1.0300000000,2022/11/21,"0837",T,"100",6.1NRT,294.6400000000,131.1100000000,D
5.9856400000,25.4712500000,371.0900000000,1.0100000000,1.0000000000,2022/11/21,"0837",T,"100",6.1NRT,301.2400000000,115.3400000000,D
5.4056500000,24.7049300000,340.8600000000,1.0000000000,1.0000000000,2022/11/21,"0837",T,"91",6.1NRT,301.4600000000,38.1600000000,D
5.6371200000,22.2485200000,356.1700000000,1.2100000000,1.0900000000,2022/11/21,"0837",T,"98",6.1NRT,301.1200000000,94.1400000000,D
-34.1248100000,18.3795500000,349.1600000000,1.1200000000,1.0500000000,2022/11/21,"0847",T,"94",6.1NRT,301.5400000000,61.9400000000,D
-14.2091400000,22.1730300000,354.0600000000,1.0500000000,1.0300000000,2022/11/21,"0841",T,"96",6.1NRT,314.8200000000,53.9700000000,D
-14.2104800000,22.1826600000,349.1600000000,1.0600000000,1.0300000000,2022/11/21,"0841",T,"93",6.1NRT,313.6500000000,43.0500000000,D
11.3402600000,32.5155900000,361.6700000000,2.1600000000,1.4300000000,2022/11/21,"0834",T,"100",6.1NRT,306.6900000000,232.4700000000,D
11.3397400000,32.5100800000,345.4900000000,2.1600000000,1.4300000000,2022/11/21,"0834",T,"92",6.1NRT,305.4600000000,116.1200000000,D
11.3365900000,32.5294100000,354.7200000000,2.1700000000,1.4300000000,2022/11/21,"0834",T,"97",6.1NRT,308.1800000000,179.9100000000,D
-18.1122900000,25.7458000000,355.1200000000,1.9300000000,1.3600000000,2022/11/21,"0841",T,"97",6.1NRT,306.4200000000,151.9900000000,D
-18.1045300000,25.7410600000,350.1800000000,1.9300000000,1.3600000000,2022/11/21,"0841",T,"94",6.1NRT,306.9100000000,122.8200000000,D
11.5754800000,29.0860200000,355.2900000000,1.2200000000,1.1000000000,2022/11/21,"0834",T,"97",6.1NRT,309.4700000000,79.5600000000,D
-18.1065200000,25.7590800000,349.2500000000,1.9300000000,1.3600000000,2022/11/21,"0841",T,"93",6.1NRT,307.4100000000,117.1500000000,D
-18.8645900000,14.8953800000,348.5000000000,1.6000000000,1.2400000000,2022/11/21,"0843",T,"92",6.1NRT,306.6400000000,76.2500000000,D
-18.8755500000,14.8866100000,349.9800000000,1.6000000000,1.2400000000,2022/11/21,"0843",T,"93",6.1NRT,306.9900000000,84.4200000000,D
-18.9010000000,14.8356000000,349.4500000000,1.6100000000,1.2500000000,2022/11/21,"0843",T,"93",6.1NRT,301.3700000000,90.3000000000,D
-21.8674400000,24.4404400000,344.2600000000,1.7500000000,1.3000000000,2022/11/21,"0843",T,"91",6.1NRT,308.3000000000,83.2300000000,D
14.6656000000,-7.8712800000,345.9600000000,4.1900000000,1.9000000000,2022/11/21,"1013",T,"93",6.1NRT,303.7300000000,348.1100000000,D
11.7698100000,5.4760200000,344.3200000000,1.4200000000,1.1800000000,2022/11/21,"1015",T,"91",6.1NRT,309.3300000000,57.2700000000,D
43.8987400000,59.0619300000,362.6100000000,1.3700000000,1.1600000000,2022/11/21,"0854",A,"100",6.1NRT,289.9900000000,148.6900000000,D
11.8350600000,0.8756800000,355.6100000000,1.0100000000,1.0100000000,2022/11/21,"1015",T,"97",6.1NRT,302.4700000000,66.4500000000,D
11.8337600000,0.8848300000,359.1900000000,1.0100000000,1.0100000000,2022/11/21,"1015",T,"99",6.1NRT,304.8200000000,74.9200000000,D
11.7155700000,1.3796800000,346.9900000000,1.0000000000,1.0000000000,2022/11/21,"1015",T,"93",6.1NRT,306.5500000000,45.3600000000,D
11.7004300000,1.3590500000,362.0100000000,1.0000000000,1.0000000000,2022/11/21,"1015",T,"100",6.1NRT,306.6800000000,80.4700000000,D
11.7690500000,0.4964200000,346.7200000000,1.0300000000,1.0200000000,2022/11/21,"1015",T,"92",6.1NRT,311.1800000000,44.5100000000,D
11.5894300000,1.3639900000,358.6600000000,1.0000000000,1.0000000000,2022/11/21,"1015",T,"99",6.1NRT,307.7700000000,73.6900000000,D
11.5881300000,1.3729900000,344.0900000000,1.0000000000,1.0000000000,2022/11/21,"1015",T,"91",6.1NRT,306.7400000000,40.8600000000,D
11.5889700000,0.6625600000,367.5600000000,1.0200000000,1.0100000000,2022/11/21,"1015",T,"100",6.1NRT,302.1700000000,101.8300000000,D
11.2950400000,1.3511200000,355.6300000000,1.0000000000,1.0000000000,2022/11/21,"1015",T,"97",6.1NRT,309.0000000000,66.7500000000,D
10.5949400000,-1.3939500000,354.8200000000,1.2100000000,1.0900000000,2022/11/21,"1015",T,"97",6.1NRT,298.5700000000,85.5900000000,D
10.5934700000,-1.3830800000,355.4600000000,1.2100000000,1.0900000000,2022/11/21,"1015",T,"97",6.1NRT,298.9400000000,86.2200000000,D
9.1501600000,-3.2304900000,348.3000000000,1.5200000000,1.2200000000,2022/11/21,"1015",T,"94",6.1NRT,294.2100000000,90.2700000000,D
-24.0709300000,47.3113500000,345.4300000000,2.8400000000,1.6100000000,2022/11/21,"1015",A,"93",6.1NRT,300.1000000000,206.5900000000,D
30.6901400000,47.3297100000,347.1200000000,1.3200000000,1.1400000000,2022/11/21,"1030",A,"94",6.1NRT,305.5900000000,73.5000000000,D
31.0294200000,47.2804400000,365.2700000000,1.3300000000,1.1400000000,2022/11/21,"1030",A,"100",6.1NRT,308.5700000000,140.7400000000,D
-19.1863600000,48.5581200000,367.3900000000,1.9800000000,1.3700000000,2022/11/21,"1015",A,"100",6.1NRT,297.3500000000,271.9400000000,D
-18.9064500000,48.2773400000,362.7000000000,2.0600000000,1.4000000000,2022/11/21,"1015",A,"100",6.1NRT,306.6600000000,237.4800000000,D
-18.9058400000,48.2721700000,359.3100000000,2.0600000000,1.4000000000,2022/11/21,"1015",A,"99",6.1NRT,307.1400000000,209.2200000000,D
-17.2082100000,48.6531200000,351.4100000000,1.8200000000,1.3200000000,2022/11/21,"1015",A,"95",6.1NRT,299.8000000000,134.2000000000,D
-15.9046700000,49.3124900000,342.1700000000,1.5700000000,1.2300000000,2022/11/21,"1017",A,"91",6.1NRT,294.3500000000,75.9000000000,D
-15.9064800000,49.2979400000,341.6100000000,1.5700000000,1.2300000000,2022/11/21,"1017",A,"91",6.1NRT,295.4200000000,73.1000000000,D
-15.8380100000,49.2989700000,352.0000000000,1.5700000000,1.2300000000,2022/11/21,"1017",A,"96",6.1NRT,293.1100000000,116.0200000000,D
4.1776200000,26.5848400000,342.4700000000,1.0800000000,1.0400000000,2022/11/21,"1159",A,"91",6.1NRT,298.8800000000,44.9200000000,D
4.1288600000,26.2430100000,343.0200000000,1.0500000000,1.0200000000,2022/11/21,"1159",A,"92",6.1NRT,298.9800000000,43.9900000000,D
4.1391100000,26.1843700000,351.6500000000,1.0500000000,1.0200000000,2022/11/21,"1159",A,"96",6.1NRT,293.9600000000,64.0500000000,D
4.1822300000,26.2288500000,350.6300000000,1.0500000000,1.0200000000,2022/11/21,"1159",A,"96",6.1NRT,292.7300000000,62.3900000000,D
4.1284400000,25.7848500000,350.6900000000,1.0200000000,1.0100000000,2022/11/21,"1159",A,"96",6.1NRT,295.8500000000,57.8300000000,D
4.1271500000,25.7757500000,361.0100000000,1.0200000000,1.0100000000,2022/11/21,"1159",A,"100",6.1NRT,296.9200000000,84.1300000000,D
4.2381800000,26.1636200000,362.2600000000,1.0500000000,1.0200000000,2022/11/21,"1159",A,"100",6.1NRT,293.2400000000,89.3900000000,D
4.3007100000,26.0919200000,355.3900000000,1.0400000000,1.0200000000,2022/11/21,"1159",A,"98",6.1NRT,287.6900000000,73.3500000000,D
4.5406200000,26.0290500000,360.7000000000,1.0400000000,1.0200000000,2022/11/21,"1159",A,"100",6.1NRT,300.4500000000,83.1400000000,D
4.8969300000,26.0769700000,376.1100000000,1.0500000000,1.0200000000,2022/11/21,"1159",A,"100",6.1NRT,306.6700000000,137.9900000000,D
4.8956000000,26.0675900000,353.3100000000,1.0500000000,1.0200000000,2022/11/21,"1159",A,"97",6.1NRT,303.6300000000,64.0100000000,D
4.8837200000,25.9834400000,345.3300000000,1.0500000000,1.0200000000,2022/11/21,"1159",A,"93",6.1NRT,298.8200000000,49.1400000000,D
4.7426300000,24.0421900000,347.3800000000,1.0100000000,1.0100000000,2022/11/21,"1159",A,"94",6.1NRT,296.1400000000,50.4100000000,D
5.3938900000,28.1784600000,343.3900000000,1.3700000000,1.1600000000,2022/11/21,"1159",A,"92",6.1NRT,301.8900000000,64.3200000000,D
4.5725800000,19.3992600000,343.1700000000,1.8500000000,1.3300000000,2022/11/21,"1159",A,"92",6.1NRT,305.7200000000,97.6600000000,D
4.5572200000,19.2996900000,341.5000000000,1.8800000000,1.3400000000,2022/11/21,"1159",A,"91",6.1NRT,303.6900000000,93.7500000000,D
5.5053000000,25.3738600000,345.3000000000,1.0200000000,1.0100000000,2022/11/21,"1159",A,"93",6.1NRT,299.1000000000,46.0400000000,D
4.7541500000,19.5392800000,348.7700000000,1.7900000000,1.3100000000,2022/11/21,"1159",A,"95",6.1NRT,304.3300000000,123.7200000000,D
5.2171500000,22.1097100000,345.0200000000,1.1800000000,1.0800000000,2022/11/21,"1159",A,"93",6.1NRT,302.6000000000,52.7800000000,D
4.8662700000,19.4340100000,350.6000000000,1.8100000000,1.3200000000,2022/11/21,"1159",A,"95",6.1NRT,305.2300000000,132.2000000000,D
5.0161600000,19.6619900000,349.0200000000,1.7300000000,1.2900000000,2022/11/21,"1159",A,"95",6.1NRT,303.9200000000,114.9200000000,D
5.4260400000,21.9841100000,341.3800000000,1.1900000000,1.0900000000,2022/11/21,"1159",A,"91",6.1NRT,304.4900000000,48.8800000000,D
5.4341300000,21.9720200000,342.2100000000,1.1900000000,1.0900000000,2022/11/21,"1159",A,"91",6.1NRT,304.5100000000,51.1200000000,D
5.9734500000,25.4235600000,345.9800000000,1.0300000000,1.0100000000,2022/11/21,"1159",A,"93",6.1NRT,300.0000000000,48.9300000000,D
5.9321700000,24.8800800000,356.0600000000,1.0000000000,1.0000000000,2022/11/21,"1159",A,"98",6.1NRT,305.6900000000,64.3700000000,D
5.6010200000,22.6089800000,343.7500000000,1.1100000000,1.0500000000,2022/11/21,"1159",A,"92",6.1NRT,290.5900000000,51.7800000000,D
6.1853800000,26.2148400000,363.9900000000,1.0900000000,1.0400000000,2022/11/21,"1159",A,"100",6.1NRT,303.9600000000,102.1600000000,D
5.5896900000,22.0440300000,350.2000000000,1.1800000000,1.0800000000,2022/11/21,"1159",A,"95",6.1NRT,306.0000000000,70.4300000000,D
6.6782900000,29.1000000000,344.6000000000,1.6600000000,1.2700000000,2022/11/21,"1159",A,"92",6.1NRT,300.4200000000,82.6700000000,D
6.6761900000,29.0944000000,351.2900000000,1.6600000000,1.2700000000,2022/11/21,"1159",A,"95",6.1NRT,299.2200000000,112.8800000000,D
5.8370000000,22.5713600000,341.2300000000,1.1000000000,1.0500000000,2022/11/21,"1159",A,"91",6.1NRT,297.7500000000,44.6700000000,D
6.7583400000,28.5982200000,345.3700000000,1.5300000000,1.2200000000,2022/11/21,"1159",A,"92",6.1NRT,304.4400000000,76.7500000000,D
6.7297900000,26.5532200000,346.8500000000,1.1400000000,1.0600000000,2022/11/21,"1159",A,"93",6.1NRT,302.2000000000,56.9300000000,D
7.0569900000,27.2231900000,356.1700000000,1.2500000000,1.1100000000,2022/11/21,"1159",A,"98",6.1NRT,307.3800000000,91.7700000000,D
6.5937900000,23.9777800000,342.1400000000,1.0000000000,1.0000000000,2022/11/21,"1159",A,"91",6.1NRT,302.3000000000,37.5300000000,D
7.2117800000,27.7396100000,346.6900000000,1.3500000000,1.1500000000,2022/11/21,"1159",A,"93",6.1NRT,307.7200000000,67.2000000000,D
7.2101000000,27.7275600000,343.6000000000,1.3500000000,1.1500000000,2022/11/21,"1159",A,"91",6.1NRT,305.7500000000,58.0800000000,D
